Code,ISIN,Name,SecurityType,CapSize,IndLarge,IndMedium,IndSmall,Market
Q550091,KRG550000910,N2 방위산업 Top5 ETN,EN,,0000,0000,0000,1
Q550092,KRG550000928,N2 월간 레버리지 방위산업 Top5 ETN,EN,,0000,0000,0000,1
Q550093,KRG550000936,N2 전력인프라 Top5 ETN,EN,,0000,0000,0000,1
Q550095,KRG550000951,N2 레버리지 국채10년 ETN,EN,,0000,0000,0000,1
Q550096,KRG550000969,N2 레버리지 국채30년 ETN,EN,,0000,0000,0000,1
Q550057,KRG551800573,N2 코스피 변동성 매칭형 양매도 ETN,EN,,0000,0000,0000,1
Q550041,KRG552100411,N2 미국 IT TOP5 ETN(H),EN,,0000,0000,0000,1
Q550044,KRG552100445,N2 레버리지 S&P500 ETN,EN,,0000,0000,0000,1
Q550045,KRG552100452,N2 인버스 레버리지 S&P500 ETN,EN,,0000,0000,0000,1
Q550043,KRG552400431,N2 인버스 레버리지 WTI원유 선물 ETN(H),EN,,0000,0000,0000,1
Q570047,KRG570000478,한투 FTSE100 ETN,EN,,0000,0000,0000,1
Q570050,KRG570000502,한투 S&P500 선물 ETN,EN,,0000,0000,0000,1
Q570051,KRG570000510,한투 나스닥 100 ETN,EN,,0000,0000,0000,1
Q570052,KRG570000528,한투 플래티넘 선물 ETN,EN,,0000,0000,0000,1
Q570053,KRG570000536,한투 인버스 플래티넘 선물 ETN,EN,,0000,0000,0000,1
Q570054,KRG570000544,한투 레버리지 유로스탁스50 ETN(H) B,EN,,0000,0000,0000,1
Q570055,KRG570000551,한투 금 선물 ETN,EN,,0000,0000,0000,1
Q570056,KRG570000569,한투 인버스 금 선물 ETN,EN,,0000,0000,0000,1
Q570057,KRG570000577,한투 은 선물 ETN,EN,,0000,0000,0000,1
Q570058,KRG570000585,한투 인버스 은 선물 ETN,EN,,0000,0000,0000,1
Q570059,KRG570000593,한투 레버리지 금 선물 ETN,EN,,0000,0000,0000,1
Q570060,KRG570000601,한투 인버스 2X 금 선물 ETN,EN,,0000,0000,0000,1
Q570061,KRG570000619,한투 레버리지 은 선물 ETN,EN,,0000,0000,0000,1
Q570062,KRG570000627,한투 인버스 2X 은 선물 ETN,EN,,0000,0000,0000,1
Q570063,KRG570000635,한투 베트남 VN30 선물 ETN(H),EN,,0000,0000,0000,1
Q570064,KRG570000643,한투 인버스 베트남 VN30 선물 ETN(H),EN,,0000,0000,0000,1
Q570065,KRG570000650,한투 레버리지 베트남 VN30 선물 ETN(H),EN,,0000,0000,0000,1
Q570066,KRG570000668,한투 인버스 2X 베트남 VN30 선물 ETN(H),EN,,0000,0000,0000,1
Q570069,KRG570000692,한투 레버리지 플래티넘 선물 ETN,EN,,0000,0000,0000,1
Q570070,KRG570000700,한투 인버스 2X 플래티넘 선물 ETN,EN,,0000,0000,0000,1
Q570071,KRG570000718,한투 구리 선물 ETN,EN,,0000,0000,0000,1
Q570072,KRG570000726,한투 레버리지 구리 선물 ETN,EN,,0000,0000,0000,1
Q570073,KRG570000734,한투 인버스 2X 구리 선물 ETN,EN,,0000,0000,0000,1
Q570074,KRG570000742,한투 S&P 유럽탄소배출권 선물 ETN(H),EN,,0000,0000,0000,1
Q570081,KRG570000817,한투 레버리지 코스닥150선물 ETN,EN,,0000,0000,0000,1
Q570082,KRG570000825,한투 인버스 2X 코스닥150선물 ETN,EN,,0000,0000,0000,1
Q570084,KRG570000841,한투 블룸버그 인버스 2X 천연가스선물 ETN,EN,,0000,0000,0000,1
Q570085,KRG570000858,한투 블룸버그 인도네시아 대표원자재 ETN,EN,,0000,0000,0000,1
Q570090,KRG570000908,한투 KIS CD금리투자 ETN,EN,,0000,0000,0000,1
Q570091,KRG570000916,한투 인버스 유로스탁스50 ETN(H) C,EN,,0000,0000,0000,1
Q570092,KRG570000924,한투 인버스 2X 유로스탁스50 ETN(H) B,EN,,0000,0000,0000,1
Q570093,KRG570000932,한투 레버리지 천연가스 선물 ETN B,EN,,0000,0000,0000,1
Q570094,KRG570000940,한투 일본 엔선물 ETN C,EN,,0000,0000,0000,1
Q570095,KRG570000957,한투 레버리지 일본 엔선물 ETN C,EN,,0000,0000,0000,1
Q570096,KRG570000965,한투 인버스 2X 일본 엔선물 ETN,EN,,0000,0000,0000,1
Q570097,KRG570000973,한투 S&P 엔달러 선물 ETN(H),EN,,0000,0000,0000,1
Q570098,KRG570000981,한투 S&P 레버리지 엔달러 선물 ETN(H),EN,,0000,0000,0000,1
Q570099,KRG570000999,한투 S&P 인버스 2X 엔달러 선물 ETN(H),EN,,0000,0000,0000,1
Q570100,KRG570001005,한투 일본종합상사TOP5 ETN,EN,,0000,0000,0000,1
Q570101,KRG570001013,한투 인버스 나스닥100 ETN B,EN,,0000,0000,0000,1
Q570102,KRG570001021,한투 레버리지 나스닥100 ETN B,EN,,0000,0000,0000,1
Q570103,KRG570001039,한투 인버스2X 나스닥100 ETN B,EN,,0000,0000,0000,1
Q570104,KRG570001047,한투 일본니케이225선물 ETN(H),EN,,0000,0000,0000,1
Q570105,KRG570001054,한투 인버스일본니케이225선물 ETN(H),EN,,0000,0000,0000,1
Q570106,KRG570001062,한투 레버리지일본니케이225선물 ETN(H),EN,,0000,0000,0000,1
Q570107,KRG570001070,한투 인버스2X일본니케이225선물 ETN(H),EN,,0000,0000,0000,1
Q570108,KRG570001088,한투 레버리지국채30년 ETN,EN,,0000,0000,0000,1
Q570109,KRG570001096,한투 레버리지미국채30년 ETN,EN,,0000,0000,0000,1
Q570110,KRG570001104,한투 3X레버리지국채30년 ETN,EN,,0000,0000,0000,1
Q570111,KRG570001112,한투 3X레버리지미국채30년 ETN,EN,,0000,0000,0000,1
Q570114,KRG570001146,한투 S&P500 VIX S/T선물 ETN(H) B,EN,,0000,0000,0000,1
Q570115,KRG570001153,한투 인버스0.5X S&P500 VIX S/T선물 ETN B,EN,,0000,0000,0000,1
Q570116,KRG570001161,한투 블룸버그레버리지WTI원유선물 ETN B,EN,,0000,0000,0000,1
Q570117,KRG570001179,한투 블룸버그인버스2XWTI원유선물 ETN B,EN,,0000,0000,0000,1
Q570019,KRG571100194,한투 코스피 양매도 5% OTM ETN,EN,,0000,0000,0000,1
Q570029,KRG571100293,한투 코스피 양매도 3% OTM ETN,EN,,0000,0000,0000,1
Q570022,KRG572100227,한투 레버리지 S&P500 선물 ETN(H),EN,,0000,0000,0000,1
Q570023,KRG572100235,한투 인버스 2X S&P500 선물 ETN(H),EN,,0000,0000,0000,1
Q580014,KRG580000146,KB 인버스 2X 나스닥 100 ETN,EN,,0000,0000,0000,1
Q580015,KRG580000153,KB 레버리지 나스닥 100 ETN,EN,,0000,0000,0000,1
Q580016,KRG580000161,KB 레버리지 S&P 500 선물 ETN(H),EN,,0000,0000,0000,1
Q580017,KRG580000179,KB 인버스 2X S&P 500 선물 ETN,EN,,0000,0000,0000,1
Q580019,KRG580000195,KB 인버스 2X 항셍테크 선물 ETN,EN,,0000,0000,0000,1
Q580020,KRG580000203,KB 천연가스 선물 ETN(H),EN,,0000,0000,0000,1
Q580021,KRG580000211,KB 인버스 천연가스 선물 ETN,EN,,0000,0000,0000,1
Q580022,KRG580000229,KB 레버리지 금 선물 ETN(H),EN,,0000,0000,0000,1
Q580023,KRG580000237,KB 인버스 2X 금 선물 ETN(H),EN,,0000,0000,0000,1
Q580026,KRG580000260,KB 레버리지 은 선물 ETN(H),EN,,0000,0000,0000,1
Q580027,KRG580000278,KB 인버스 2X 은 선물 ETN(H),EN,,0000,0000,0000,1
Q580032,KRG580000328,KB 레버리지 구리 선물 ETN(H),EN,,0000,0000,0000,1
Q580033,KRG580000336,KB 인버스 2X 구리 선물 ETN(H),EN,,0000,0000,0000,1
Q580034,KRG580000344,KB 레버리지 FANG 플러스 ETN(H),EN,,0000,0000,0000,1
Q580035,KRG580000351,KB S&P 유럽탄소배출권 선물 ETN(H),EN,,0000,0000,0000,1
Q580039,KRG580000393,KB 레버리지 KOSPI 200 선물 ETN,EN,,0000,0000,0000,1
Q580040,KRG580000401,KB 인버스 2X KOSPI 200 선물 ETN,EN,,0000,0000,0000,1
Q580043,KRG580000435,KB 레버리지 KOSDAQ 150 선물 ETN,EN,,0000,0000,0000,1
Q580044,KRG580000443,KB 인버스 2X KOSDAQ 150 선물 ETN,EN,,0000,0000,0000,1
Q580046,KRG580000468,KB 블룸버그 인버스2X 천연가스선물 ETN(H),EN,,0000,0000,0000,1
Q580047,KRG580000476,KB 레버리지 항셍테크 선물 ETN(H) B,EN,,0000,0000,0000,1
Q580048,KRG580000484,KB CSI 300 ETN,EN,,0000,0000,0000,1
Q580049,KRG580000492,KB CSI 500 ETN,EN,,0000,0000,0000,1
Q580050,KRG580000500,KB STAR 50 ETN,EN,,0000,0000,0000,1
Q580051,KRG580000518,KB 레버리지 밀 선물 ETN,EN,,0000,0000,0000,1
Q580052,KRG580000526,KB 인버스 2X 밀 선물 ETN,EN,,0000,0000,0000,1
Q580053,KRG580000534,KB 레버리지 콩 선물 ETN,EN,,0000,0000,0000,1
Q580054,KRG580000542,KB 인버스 2X 콩 선물 ETN,EN,,0000,0000,0000,1
Q580055,KRG580000559,KB 블룸버그 레버리지 천연가스 선물 ETN,EN,,0000,0000,0000,1
Q580056,KRG580000567,KB 일본 로보틱스 TOP 10 ETN,EN,,0000,0000,0000,1
Q580057,KRG580000575,KB 일본 컨슈머 TOP 10 ETN,EN,,0000,0000,0000,1
Q580058,KRG580000583,KB KIS CD금리투자 ETN,EN,,0000,0000,0000,1
Q580059,KRG580000591,KB 미국채 10년 ETN,EN,,0000,0000,0000,1
Q580060,KRG580000609,KB 레버리지 미국채 10년 ETN,EN,,0000,0000,0000,1
Q580061,KRG580000617,KB 미국채 30년 ETN,EN,,0000,0000,0000,1
Q580062,KRG580000625,KB 레버리지 미국채 30년 ETN,EN,,0000,0000,0000,1
Q580063,KRG580000633,KB 레버리지 미국채 10년 선물 ETN,EN,,0000,0000,0000,1
Q580064,KRG580000641,KB 인버스 2X 미국채 10년 선물 ETN,EN,,0000,0000,0000,1
Q580065,KRG580000658,KB 코스닥 150 TR ETN,EN,,0000,0000,0000,1
Q580066,KRG580000666,KB 인디아 대형 성장주 Select 5 ETN,EN,,0000,0000,0000,1
Q580067,KRG580000674,KB 인디아 디지털 Select 5 ETN,EN,,0000,0000,0000,1
Q580068,KRG580000682,KB S&P 레버리지 WTI원유 선물 ETN B,EN,,0000,0000,0000,1
Q580069,KRG580000690,KB S&P 인버스 2X WTI원유 선물 ETN B,EN,,0000,0000,0000,1
Q580010,KRG581100101,KB Wise 분할매매 ETN,EN,,0000,0000,0000,1
Q610001,KRG610000017,메리츠 인플레이션 국채 ETN,EN,,0000,0000,0000,1
Q610003,KRG610000033,메리츠 미국 인플레이션 국채 ETN(H),EN,,0000,0000,0000,1
Q610007,KRG610000074,메리츠 국채30년 ETN,EN,,0000,0000,0000,1
Q610008,KRG610000082,메리츠 레버리지 국채30년 ETN,EN,,0000,0000,0000,1
Q610009,KRG610000090,메리츠 인버스 국채30년 ETN,EN,,0000,0000,0000,1
Q610012,KRG610000124,메리츠 레버리지 금 선물 ETN(H),EN,,0000,0000,0000,1
Q610013,KRG610000132,메리츠 인버스 2X 금 선물 ETN(H),EN,,0000,0000,0000,1
Q610016,KRG610000165,메리츠 레버리지 은 선물 ETN(H),EN,,0000,0000,0000,1
Q610017,KRG610000173,메리츠 인버스 2X 은 선물 ETN(H),EN,,0000,0000,0000,1
Q610018,KRG610000181,메리츠 국채10년 ETN,EN,,0000,0000,0000,1
Q610020,KRG610000207,메리츠 인버스 국채10년 ETN,EN,,0000,0000,0000,1
Q610022,KRG610000223,메리츠 미국채10년 ETN(H),EN,,0000,0000,0000,1
Q610023,KRG610000231,메리츠 레버리지 미국채10년 ETN(H),EN,,0000,0000,0000,1
Q610024,KRG610000249,메리츠 인버스 미국채10년 ETN(H),EN,,0000,0000,0000,1
Q610025,KRG610000256,메리츠 인버스 2X 미국채10년 ETN(H),EN,,0000,0000,0000,1
Q610028,KRG610000280,메리츠 레버리지 구리 선물 ETN(H),EN,,0000,0000,0000,1
Q610029,KRG610000298,메리츠 인버스 2X 구리 선물 ETN(H),EN,,0000,0000,0000,1
Q610030,KRG610000306,메리츠 S&P 유럽탄소배출권 선물 ETN(H),EN,,0000,0000,0000,1
Q610032,KRG610000322,메리츠 CSI 300 ETN,EN,,0000,0000,0000,1
Q610033,KRG610000330,메리츠 STAR 50 ETN,EN,,0000,0000,0000,1
Q610034,KRG610000348,메리츠 대표 농산물 선물 ETN(H),EN,,0000,0000,0000,1
Q610035,KRG610000355,메리츠 레버리지 대표 농산물 선물 ETN(H),EN,,0000,0000,0000,1
Q610036,KRG610000363,메리츠 인버스 2X 대표 농산물 선물 ETN(H),EN,,0000,0000,0000,1
Q610037,KRG610000371,메리츠 미국채30년 ETN(H),EN,,0000,0000,0000,1
Q610038,KRG610000389,메리츠 레버리지 미국채30년 ETN(H),EN,,0000,0000,0000,1
Q610039,KRG610000397,메리츠 인버스 미국채30년 ETN(H),EN,,0000,0000,0000,1
Q610040,KRG610000405,메리츠 인버스 2X 미국채30년 ETN(H),EN,,0000,0000,0000,1
Q610043,KRG610000439,메리츠 천연가스 선물 ETN(H),EN,,0000,0000,0000,1
Q610044,KRG610000447,메리츠 인버스 천연가스 선물 ETN(H),EN,,0000,0000,0000,1
Q610045,KRG610000454,메리츠 국채3년 ETN,EN,,0000,0000,0000,1
Q610047,KRG610000470,메리츠 인버스 국채3년 ETN,EN,,0000,0000,0000,1
Q610049,KRG610000496,메리츠 국채5년 ETN,EN,,0000,0000,0000,1
Q610051,KRG610000512,메리츠 인버스 국채5년 ETN,EN,,0000,0000,0000,1
Q610054,KRG610000546,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),EN,,0000,0000,0000,1
Q610055,KRG610000553,메리츠 3X 레버리지 국채3년 ETN,EN,,0000,0000,0000,1
Q610056,KRG610000561,메리츠 인버스 3X 국채3년 ETN,EN,,0000,0000,0000,1
Q610057,KRG610000579,메리츠 3X 레버리지 국채5년 ETN,EN,,0000,0000,0000,1
Q610058,KRG610000587,메리츠 인버스 3X 국채5년 ETN,EN,,0000,0000,0000,1
Q610059,KRG610000595,메리츠 3X 레버리지 국채10년 ETN,EN,,0000,0000,0000,1
Q610060,KRG610000603,메리츠 인버스 3X 국채10년 ETN,EN,,0000,0000,0000,1
Q610061,KRG610000611,메리츠 3X 레버리지 국채30년 ETN,EN,,0000,0000,0000,1
Q610062,KRG610000629,메리츠 인버스 3X 국채30년 ETN,EN,,0000,0000,0000,1
Q610063,KRG610000637,메리츠 KIS CD금리투자 ETN,EN,,0000,0000,0000,1
Q610064,KRG610000645,메리츠 KAP 통안채 6개월 ETN,EN,,0000,0000,0000,1
Q610066,KRG610000660,메리츠 KAP 통안채 3개월 ETN,EN,,0000,0000,0000,1
Q610067,KRG610000678,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,EN,,0000,0000,0000,1
Q610068,KRG610000686,메리츠 KAP 일본 엔화 ETN,EN,,0000,0000,0000,1
Q610069,KRG610000694,메리츠 KAP 레버리지 일본 엔화 ETN,EN,,0000,0000,0000,1
Q610070,KRG610000702,메리츠 KAP 인버스 2X 일본 엔화 ETN,EN,,0000,0000,0000,1
Q610071,KRG610000710,메리츠 KAP 중국 위안화 ETN,EN,,0000,0000,0000,1
Q610072,KRG610000728,메리츠 KAP 레버리지 중국 위안화 ETN,EN,,0000,0000,0000,1
Q610073,KRG610000736,메리츠 KAP 인버스 2X 중국 위안화 ETN,EN,,0000,0000,0000,1
Q610074,KRG610000744,메리츠 미국채10년 ETN,EN,,0000,0000,0000,1
Q610075,KRG610000751,메리츠 3X 레버리지 미국채10년 ETN,EN,,0000,0000,0000,1
Q610076,KRG610000769,메리츠 인버스 3X 미국채10년 ETN,EN,,0000,0000,0000,1
Q610077,KRG610000777,메리츠 미국채30년 ETN,EN,,0000,0000,0000,1
Q610078,KRG610000785,메리츠 3X 레버리지 미국채30년 ETN,EN,,0000,0000,0000,1
Q610079,KRG610000793,메리츠 인버스 3X 미국채30년 ETN,EN,,0000,0000,0000,1
Q610080,KRG610000801,메리츠 멕시코 페소화 ETN,EN,,0000,0000,0000,1
Q610081,KRG610000819,메리츠 레버리지 멕시코 페소화 ETN,EN,,0000,0000,0000,1
Q610082,KRG610000827,메리츠 인도 루피화 ETN,EN,,0000,0000,0000,1
Q610083,KRG610000835,메리츠 레버리지 인도 루피화 ETN,EN,,0000,0000,0000,1
Q610084,KRG610000843,메리츠 미국채30년 스트립 ETN(H),EN,,0000,0000,0000,1
Q610085,KRG610000850,메리츠 레버리지 미국채30년 스트립 ETN(H),EN,,0000,0000,0000,1
Q610086,KRG610000868,메리츠 인버스2X 미국채30년 스트립 ETN(H),EN,,0000,0000,0000,1
Q610087,KRG610000876,메리츠 솔랙티브 WTI원유 선물 ETN(H),EN,,0000,0000,0000,1
Q610088,KRG610000884,메리츠 솔랙티브 2X WTI원유 선물 ETN(H),EN,,0000,0000,0000,1
Q610089,KRG610000892,메리츠 솔랙티브 -2X WTI원유 선물 ETN(H),EN,,0000,0000,0000,1
Q700011,KRG700000117,하나 레버리지 옥수수 선물 ETN(H),EN,,0000,0000,0000,1
Q700012,KRG700000125,하나 인버스 2X 옥수수 선물 ETN(H),EN,,0000,0000,0000,1
Q700013,KRG700000133,하나 레버리지 콩 선물 ETN(H),EN,,0000,0000,0000,1
Q700014,KRG700000141,하나 인버스 2X 콩 선물 ETN(H),EN,,0000,0000,0000,1
Q700017,KRG700000174,하나 레버리지 코스닥150 선물 ETN,EN,,0000,0000,0000,1
Q700018,KRG700000182,하나 인버스 2X 코스닥150 선물 ETN,EN,,0000,0000,0000,1
Q700020,KRG700000208,하나 블룸버그 -2X 천연가스 선물 ETN(H),EN,,0000,0000,0000,1
Q700022,KRG700000224,하나 Solactive US Tech Top 10 ETN(H),EN,,0000,0000,0000,1
Q700023,KRG700000232,하나 Solactive 2X US Tech Top 10 ETN(H),EN,,0000,0000,0000,1
Q700025,KRG700000257,하나 블룸버그 2X 천연가스 선물 ETN(H) B,EN,,0000,0000,0000,1
Q700026,KRG700000265,하나 CD금리투자 ETN,EN,,0000,0000,0000,1
Q700027,KRG700000273,하나 반도체 ETN,EN,,0000,0000,0000,1
Q700028,KRG700000281,하나 레버리지 반도체 ETN,EN,,0000,0000,0000,1
Q700029,KRG700000299,하나 S&P 레버리지 WTI원유 선물 ETN B,EN,,0000,0000,0000,1
Q700030,KRG700000307,하나 S&P 인버스 2X WTI원유 선물 ETN B,EN,,0000,0000,0000,1
Q760004,KRG760000049,키움 인버스 미국달러선물 ETN,EN,,0000,0000,0000,1
Q760005,KRG760000056,키움 INDXX 미국테크탑10 ETN,EN,,0000,0000,0000,1
Q760006,KRG760000064,키움 KPOP ETN,EN,,0000,0000,0000,1
Q760007,KRG760000072,키움 코스피 200 TR ETN,EN,,0000,0000,0000,1
Q760008,KRG760000080,키움 코스닥 150 TR ETN,EN,,0000,0000,0000,1
Q760009,KRG760000098,키움 CD금리투자 ETN,EN,,0000,0000,0000,1
Q760010,KRG760000106,키움 2차전지산업 ETN,EN,,0000,0000,0000,1
Q760011,KRG760000114,키움 레버리지 2차전지산업 ETN,EN,,0000,0000,0000,1
Q760012,KRG760000122,키움 반도체TOP10 ETN,EN,,0000,0000,0000,1
Q760013,KRG760000130,키움 레버리지 반도체TOP10 ETN,EN,,0000,0000,0000,1
Q760014,KRG760000148,키움 바이오TOP10 ETN,EN,,0000,0000,0000,1
Q760015,KRG760000155,키움 레버리지 바이오TOP10 ETN,EN,,0000,0000,0000,1
Q760016,KRG760000163,키움 레버리지 조선TOP10 ETN,EN,,0000,0000,0000,1
Q760017,KRG760000171,키움 조선TOP10 ETN,EN,,0000,0000,0000,1
Q760018,KRG760000189,키움 미국달러선물 ETN B,EN,,0000,0000,0000,1
Q760019,KRG760000197,키움 리츠부동산인프라 ETN,EN,,0000,0000,0000,1
Q760020,KRG760000205,키움 레버리지 리츠부동산인프라 ETN,EN,,0000,0000,0000,1
900140,KYG5307W1015,엘브이엠씨홀딩스,FS,,0000,0000,0000,1
900110,HK0000057197,이스트아시아홀딩스,FS,,0000,0000,0000,2
900270,HK0000214814,헝셩그룹,FS,,0000,0000,0000,2
900260,HK0000295359,로스웰,FS,,0000,0000,0000,2
900290,HK0000307485,GRT,FS,,0000,0000,0000,2
900300,HK0000312568,오가닉티코스메틱,FS,,0000,0000,0000,2
900310,HK0000341732,컬러레이,FS,,0000,0000,0000,2
900340,HK0000449303,윙입푸드,FS,,0000,0000,0000,2
000250,KR7000250001,삼천당제약,ST,1,1009,1024,0000,2
000440,KR7000440008,중앙에너비스,ST,3,1011,0000,0000,2
001000,KR7001000009,신라섬유,ST,3,0000,0000,0000,2
001540,KR7001540004,안국약품,ST,3,1009,1024,0000,2
001810,KR7001810001,무림SP,ST,3,1009,1021,0000,2
001840,KR7001840008,이화공영,ST,3,1010,0000,0000,2
002230,KR7002230001,피에스텍,ST,3,1009,1029,0000,2
002290,KR7002290005,삼일기업공사,ST,3,1010,0000,0000,2
002680,KR7002680007,한탑,ST,3,1009,1019,0000,2
002800,KR7002800001,신신제약,ST,3,1009,1024,0000,2
003100,KR7003100005,선광,ST,3,1013,0000,0000,2
003310,KR7003310000,대주산업,ST,3,1009,1019,0000,2
003380,KR7003380003,하림지주,ST,1,1014,0000,0000,2
003800,KR7003800000,에이스침대,ST,2,1009,1031,0000,2
004590,KR7004590006,한국가구,ST,3,1011,0000,0000,2
004650,KR7004650008,창해에탄올,ST,3,1009,1019,0000,2
004780,KR7004780003,대륙제관,ST,3,1009,1026,0000,2
005160,KR7005160007,동국산업,ST,2,1009,1026,0000,2
005290,KR7005290002,동진쎄미켐,ST,1,1009,1023,0000,2
005670,KR7005670005,푸드웰,ST,3,1009,1019,0000,2
005710,KR7005710009,대원산업,ST,3,1009,1030,0000,2
005860,KR7005860002,한일사료,ST,3,1009,1019,0000,2
005990,KR7005990007,매일홀딩스,ST,3,1009,1019,0000,2
006050,KR7006050009,국영지앤엠,ST,3,1009,1025,0000,2
006140,KR7006140008,피제이전자,ST,3,1009,1029,0000,2
006620,KR7006620009,동구바이오제약,ST,3,1009,1024,0000,2
006730,KR7006730006,서부T&D,ST,2,1006,0000,0000,2
006910,KR7006910004,보성파워텍,ST,3,1009,1026,0000,2
006920,KR7006920003,모헨즈,ST,3,1009,1025,0000,2
007330,KR7007330004,푸른저축은행,ST,3,1014,0000,0000,2
007370,KR7007370000,진양제약,ST,3,1009,1024,0000,2
007390,KR7007390008,네이처셀,ST,1,1009,1024,0000,2
007530,KR7007530009,와이엠,ST,3,1009,1026,0000,2
007680,KR7007680002,대원,ST,3,1010,0000,0000,2
007720,KR7007720006,소노스퀘어,ST,3,1011,0000,0000,2
007770,KR7007770001,한일화학,ST,3,1009,1023,0000,2
007820,KR7007820004,에스엠코어,ST,3,1009,1027,0000,2
008290,KR7008290009,원풍물산,ST,3,1009,1020,0000,2
008370,KR7008370009,원풍,ST,3,1009,1023,0000,2
008470,KR7008470007,부스타,ST,3,1009,1026,0000,2
008830,KR7008830002,대동기어,ST,3,1009,1027,0000,2
009300,KR7009300005,삼아제약,ST,3,1009,1024,0000,2
009520,KR7009520008,포스코엠텍,ST,2,1009,1026,0000,2
009620,KR7009620006,삼보산업,ST,3,1009,1026,0000,2
009730,KR7009730003,이렘,ST,3,1009,1026,0000,2
009780,KR7009780008,엠에스씨,ST,3,1009,1019,0000,2
010170,KR7010170009,대한광통신,ST,3,1009,1028,0000,2
010240,KR7010240000,흥국,ST,3,1009,1027,0000,2
010280,KR7010280006,아이티센엔텍,ST,3,0000,0000,0000,2
010470,KR7010470003,오리콤,ST,3,1006,0000,0000,2
011040,KR7011040003,경동제약,ST,2,1009,1024,0000,2
011080,KR7011080009,형지I&C,ST,3,1009,1020,0000,2
011320,KR7011320009,유니크,ST,3,1009,1030,0000,2
011370,KR7011370004,서한,ST,3,1010,0000,0000,2
011560,KR7011560000,세보엠이씨,ST,3,1010,0000,0000,2
012340,KR7012340006,뉴인텍,ST,3,1009,1030,0000,2
012620,KR7012620001,원일특강,ST,3,1009,1026,0000,2
012700,KR7012700001,리드코프,ST,3,1011,0000,0000,2
012790,KR7012790002,신일제약,ST,3,1009,1024,0000,2
012860,KR7012860003,모베이스전자,ST,3,1009,1030,0000,2
013030,KR7013030002,하이록코리아,ST,2,1009,1026,0000,2
013120,KR7013120001,동원개발,ST,2,1010,0000,0000,2
013310,KR7013310008,아진산업,ST,3,1009,1030,0000,2
013720,KR7013720008,CBI,ST,3,1009,1030,0000,2
013810,KR7013810007,스페코,ST,3,1009,1027,0000,2
013990,KR7013990007,아가방컴퍼니,ST,3,1011,0000,0000,2
014100,KR7014100002,메디앙스,ST,3,1011,0000,0000,2
014190,KR7014190003,원익큐브,ST,3,1011,0000,0000,2
014200,KR7014200000,광림,ST,3,1009,1030,0000,2
014470,KR7014470009,부방,ST,3,0000,0000,0000,2
014570,KR7014570006,고려제약,ST,3,1009,1024,0000,2
014620,KR7014620009,성광벤드,ST,1,1009,1026,0000,2
014940,KR7014940001,오리엔탈정공,ST,2,1009,1027,0000,2
014970,KR7014970008,삼륭물산,ST,3,1009,1021,0000,2
015710,KR7015710007,코콤,ST,3,1009,1028,0000,2
015750,KR7015750003,성우하이텍,ST,2,1009,1030,0000,2
016100,KR7016100000,리더스코스메틱,ST,3,1009,1021,0000,2
016250,KR7016250003,SGC E&C,ST,3,1010,0000,0000,2
016600,KR7016600009,큐캐피탈,ST,3,1014,0000,0000,2
016670,KR7016670002,디모아,ST,3,1011,0000,0000,2
016790,KR7016790008,현대사료,ST,2,1009,1019,0000,2
016920,KR7016920001,카스,ST,3,1011,0000,0000,2
017000,KR7017000001,신원종합개발,ST,3,1010,0000,0000,2
017250,KR7017250002,인터엠,ST,3,1009,1028,0000,2
017480,KR7017480005,삼현철강,ST,3,1009,1026,0000,2
017510,KR7017510009,세명전기,ST,3,1009,1026,0000,2
017650,KR7017650003,대림제지,ST,3,1009,1021,0000,2
017890,KR7017890005,한국알콜,ST,2,1009,1023,0000,2
018000,KR7018000000,유니슨,ST,3,1009,1027,0000,2
018120,KR7018120006,진로발효,ST,3,1009,1019,0000,2
018290,KR7018290007,브이티,ST,1,1009,1023,0000,2
018310,KR7018310003,삼목에스폼,ST,2,1009,1026,0000,2
018620,KR7018620005,우진비앤지,ST,3,1009,1024,0000,2
018680,KR7018680009,서울제약,ST,3,1009,1024,0000,2
018700,KR7018700005,바른손,ST,3,1011,0000,0000,2
019010,KR7019010008,베뉴지,ST,3,1011,0000,0000,2
019210,KR7019210004,와이지-원,ST,3,1009,1026,0000,2
019540,KR7019540004,일지테크,ST,3,1009,1030,0000,2
019550,KR7019550003,SBI인베스트먼트,ST,3,1014,0000,0000,2
019570,KR7019570001,플루토스,ST,3,1014,0000,0000,2
019590,KR7019590009,에스유앤피,ST,3,1014,0000,0000,2
019660,KR7019660000,글로본,ST,3,1011,0000,0000,2
019770,KR7019770007,서연탑메탈,ST,3,1009,1027,0000,2
019990,KR7019990001,에너토크,ST,3,1009,1027,0000,2
020180,KR7020180006,대신정보통신,ST,3,0000,0000,0000,2
020400,KR7020400008,대동금속,ST,3,1009,1026,0000,2
020710,KR7020710000,시공테크,ST,3,1006,0000,0000,2
021040,KR7021040001,대호특수강,ST,3,1009,1026,0000,2
021045,KR7021041009,대호특수강우,ST,0,1009,1026,0000,2
021080,KR7021080007,에이티넘인베스트,ST,3,1014,0000,0000,2
021320,KR7021320007,KCC건설,ST,3,1010,0000,0000,2
021650,KR7021650007,한국큐빅,ST,3,1009,1023,0000,2
021880,KR7021880000,메이슨캐피탈,ST,3,1014,0000,0000,2
